ID,totalyearlycompensation,yearsofexperience,yearsatcompany,gender,Masters_Degree,Bachelors_Degree,Doctorate_Degree,Highschool,Some_College,Race_Asian,Race_White,Race_Two_Or_More,Race_Black,Race_Hispanic,Education
FLP50625,140000,11,1,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50626,128000,4,4,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50627,145000,10,1,Male,1,0,0,0,0,0,1,0,0,0,Master's Degree
FLP50628,186000,0,0,NA,1,0,0,0,0,0,0,0,0,0,Master's Degree
FLP50629,193000,3,1,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50630,508000,22,11,Male,1,0,0,0,0,0,0,0,0,0,Master's Degree
FLP50631,140000,2,0,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50632,160000,3,0,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50633,181000,3,3,Male,0,0,1,0,0,1,0,0,0,0,PhD
FLP50634,140000,8,2,Male,0,0,0,0,1,0,1,0,0,0,Some College
FLP50635,370000,3,0,Male,0,1,0,0,0,0,0,0,0,0,Bachelor's Degree
FLP50636,120000,0,0,Female,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50637,160000,5,3,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50638,161000,2,2,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50639,319000,8,4,Female,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50640,140000,19,10,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50641,193000,0,0,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50642,223000,5,5,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50643,116000,3,0,Female,0,1,0,0,0,0,0,0,0,0,Bachelor's Degree
FLP50644,198000,10,0,Female,0,0,1,0,0,0,0,0,1,0,PhD
FLP50645,185000,20,3,Male,1,0,0,0,0,0,1,0,0,0,Master's Degree
FLP50646,132000,9,1,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50647,294000,15,0,Other,1,0,0,0,0,0,0,0,0,0,Master's Degree
FLP50648,170000,2,2,Female,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50649,95000,15,8,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50650,143000,2,0,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50651,300000,15,5,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50652,170000,15,2,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50653,610000,15,5,Male,0,1,0,0,0,0,0,0,0,0,Bachelor's Degree
FLP50654,220000,10,2,Male,1,0,0,0,0,0,0,0,0,1,Master's Degree
FLP50655,306000,25,20,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50656,207000,14,2,NA,1,0,0,0,0,0,0,0,0,0,Master's Degree
FLP50657,272000,25,6,Male,1,0,0,0,0,0,1,0,0,0,Master's Degree
FLP50658,193000,5,5,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50659,320000,21,4,Male,0,0,1,0,0,1,0,0,0,0,PhD
FLP50660,183000,0,0,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50661,192000,1,1,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50662,244000,15,6,Female,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50663,192000,5,0,Female,1,0,0,0,0,0,0,0,0,0,Master's Degree
FLP50664,350000,10,4,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50665,211000,10,6,Male,1,0,0,0,0,0,1,0,0,0,Master's Degree
FLP50666,210000,5,5,NA,0,0,1,0,0,0,0,0,0,0,PhD
FLP50667,154000,10,3,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50668,151000,7,1,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50669,220000,6,3,Female,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50670,165000,0,0,Male,1,0,0,0,0,0,0,1,0,0,Master's Degree
FLP50671,410000,7,0,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50672,135000,3,2,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50673,200000,0,0,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50674,78000,0,0,NA,0,1,0,0,0,0,0,0,0,0,Bachelor's Degree
FLP50675,262000,2,2,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50676,197000,1,0,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50677,172000,5,5,Male,0,1,0,0,0,0,0,0,1,0,Bachelor's Degree
FLP50678,194000,1,1,Male,1,0,0,0,0,0,0,0,0,1,Master's Degree
FLP50679,238000,15,0,Male,0,0,1,0,0,0,1,0,0,0,PhD
FLP50680,168000,2,2,Male,1,0,0,0,0,0,1,0,0,0,Master's Degree
FLP50681,165000,4,2,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50682,247000,13,3,Female,0,0,1,0,0,0,0,0,0,0,PhD
FLP50683,122000,2,0,Male,0,1,0,0,0,0,0,1,0,0,Bachelor's Degree
FLP50684,223000,10,1,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50685,360000,8,0,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50686,92000,11,8,Female,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50687,355000,20,10,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50688,150000,5,0,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50689,330000,22,5,Male,0,0,0,1,0,0,1,0,0,0,Highschool
FLP50690,298000,25,0,Male,1,0,0,0,0,0,1,0,0,0,Master's Degree
FLP50691,170000,0,0,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50692,338000,9,0,Female,0,1,0,0,0,0,0,1,0,0,Bachelor's Degree
FLP50693,400000,20,1,Male,0,1,0,0,0,0,0,0,0,1,Bachelor's Degree
FLP50694,421000,20,0,Male,1,0,0,0,0,0,1,0,0,0,Master's Degree
FLP50695,101000,7,2,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50696,247000,7,1,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50697,414000,10,1,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50698,150000,11,1,Male,1,0,0,0,0,0,1,0,0,0,Master's Degree
FLP50699,152000,10,3,Male,0,0,1,0,0,1,0,0,0,0,PhD
FLP50700,250000,2,0,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50701,295000,16,0,NA,1,0,0,0,0,0,0,0,0,0,Master's Degree
FLP50702,290000,18,1,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50703,550000,15,3,Other,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50704,224000,2,2,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50705,107000,4,1,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50706,245000,6,2,Female,0,0,1,0,0,0,0,1,0,0,PhD
FLP50707,265000,15,1,Female,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50708,92000,0,0,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50709,325000,4,4,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50710,144000,0,0,Male,0,1,0,0,0,0,0,1,0,0,Bachelor's Degree
FLP50711,221000,3,0,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50712,270000,6,1,Male,0,0,1,0,0,0,1,0,0,0,PhD
FLP50713,90000,0,0,Female,0,1,0,0,0,0,0,0,0,1,Bachelor's Degree
FLP50714,314000,0,0,Male,0,0,1,0,0,1,0,0,0,0,PhD
FLP50715,456000,4,1,Male,0,0,1,0,0,0,1,0,0,0,PhD
FLP50716,155000,3,0,Male,0,0,0,0,1,0,0,1,0,0,Some College
FLP50717,325000,15,0,Female,0,1,0,0,0,0,0,0,0,0,Bachelor's Degree
FLP50718,138000,4,0,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50719,110000,0,0,NA,0,1,0,0,0,0,0,0,0,0,Bachelor's Degree
FLP50720,234000,5,2,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50721,121000,4,4,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50722,308000,6,4,Male,0,0,1,0,0,1,0,0,0,0,PhD
FLP50723,215000,9,4,Male,0,0,1,0,0,1,0,0,0,0,PhD
FLP50724,175000,5,3,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50725,330000,2,0,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50726,78000,1,1,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50727,85000,1,0,Female,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50728,500000,2,2,Male,0,0,1,0,0,1,0,0,0,0,PhD
FLP50729,144000,13,5,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50730,650000,6,3,Male,0,0,1,0,0,1,0,0,0,0,PhD
FLP50731,140000,0,0,Female,0,0,1,0,0,0,1,0,0,0,PhD
FLP50732,90000,1,0,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50733,115000,6,6,Male,1,0,0,0,0,0,0,0,1,0,Master's Degree
FLP50734,90000,3,3,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50735,210000,2,2,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50736,232000,5,0,Female,1,0,0,0,0,0,0,0,0,0,Master's Degree
FLP50737,200000,12,0,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50738,279000,15,0,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50739,365000,9,5,Male,1,0,0,0,0,0,1,0,0,0,Master's Degree
FLP50740,258000,8,0,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50741,315000,15,7,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50742,210000,0,0,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50743,218000,0,0,Male,0,1,0,0,0,0,0,0,1,0,Bachelor's Degree
FLP50744,175000,3,3,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50745,190000,8,3,NA,1,0,0,0,0,0,0,0,0,0,Master's Degree
FLP50746,236000,7,2,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50747,138000,0,0,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50748,256000,4,0,Female,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50749,311000,15,2,Male,0,0,0,0,1,0,1,0,0,0,Some College
FLP50750,288000,15,3,Male,1,0,0,0,0,0,0,0,0,0,Master's Degree
FLP50751,72000,2,2,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50752,265000,14,4,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50753,254000,16,1,Male,1,0,0,0,0,0,0,0,0,0,Master's Degree
FLP50754,104000,0,0,Female,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50755,220000,12,7,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50756,117000,8,8,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50757,205000,2,1,Female,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50758,411000,5,0,NA,0,0,1,0,0,0,0,0,0,0,PhD
FLP50759,300000,10,2,Female,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50760,173000,2,2,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50761,297000,3,3,NA,0,0,1,0,0,0,0,0,0,0,PhD
FLP50762,235000,10,2,Female,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50763,488000,10,5,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50764,167000,3,2,Female,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50765,76000,2,2,Female,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50766,122000,1,1,Male,0,0,0,0,1,0,1,0,0,0,Some College
FLP50767,360000,18,6,Male,1,0,0,0,0,0,0,0,0,0,Master's Degree
FLP50768,291000,10,7,Male,1,0,0,0,0,0,1,0,0,0,Master's Degree
FLP50769,123000,2,2,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50770,315000,6,3,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50771,63000,0,0,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50772,294000,0,0,Male,0,0,1,0,0,1,0,0,0,0,PhD
FLP50773,192000,10,5,Female,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50774,345000,10,2,NA,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50775,390000,12,1,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50776,140000,5,1,Female,1,0,0,0,0,0,0,0,0,0,Master's Degree
FLP50777,184000,3,0,Male,0,0,1,0,0,0,1,0,0,0,PhD
FLP50778,155000,4,2,NA,1,0,0,0,0,0,0,0,0,0,Master's Degree
FLP50779,115000,1,1,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50780,255000,10,4,Male,0,1,0,0,0,0,0,0,0,0,Bachelor's Degree
FLP50781,181000,5,2,Male,0,1,0,0,0,0,0,0,1,0,Bachelor's Degree
FLP50782,140000,1,0,NA,0,0,0,0,1,0,0,0,0,0,Some College
FLP50783,171000,0,0,Female,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50784,440000,21,8,Female,1,0,0,0,0,0,1,0,0,0,Master's Degree
FLP50785,111000,4,4,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50786,295000,10,0,Female,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50787,240000,13,7,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50788,123000,4,4,Male,0,1,0,0,0,0,0,0,0,1,Bachelor's Degree
FLP50789,140000,5,0,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50790,143000,3,3,Male,0,1,0,0,0,0,0,1,0,0,Bachelor's Degree
FLP50791,286000,15,5,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50792,225000,9,2,Male,0,0,1,0,0,1,0,0,0,0,PhD
FLP50793,129000,3,3,Male,0,0,0,1,0,0,1,0,0,0,Highschool
FLP50794,190000,7,0,Male,0,0,0,1,0,0,1,0,0,0,Highschool
FLP50795,214000,4,0,Male,0,1,0,0,0,0,0,0,1,0,Bachelor's Degree
FLP50796,212000,9,5,Male,0,0,1,0,0,1,0,0,0,0,PhD
FLP50797,650000,8,4,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50798,310000,10,1,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50799,179000,0,0,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50800,251000,5,2,Male,0,1,0,0,0,0,0,0,0,1,Bachelor's Degree
FLP50801,345000,5,3,Male,0,0,1,0,0,1,0,0,0,0,PhD
FLP50802,149000,6,2,Male,0,1,0,0,0,0,0,1,0,0,Bachelor's Degree
FLP50803,83000,4,4,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50804,147000,2,2,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50805,475000,20,15,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50806,158000,5,4,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50807,280000,3,3,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50808,75000,0,0,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50809,545000,20,4,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50810,320000,12,1,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50811,550000,15,4,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50812,840000,15,5,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50813,280000,5,3,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50814,223000,8,0,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50815,280000,9,4,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50816,194000,2,0,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50817,124000,8,1,Male,1,0,0,0,0,0,1,0,0,0,Master's Degree
FLP50818,122000,5,0,Female,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50819,130000,2,0,Female,1,0,0,0,0,0,1,0,0,0,Master's Degree
FLP50820,221000,11,1,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50821,200000,10,1,NA,1,0,0,0,0,0,0,0,0,0,Master's Degree
FLP50822,324000,5,0,Male,0,1,0,0,0,0,0,0,0,1,Bachelor's Degree
FLP50823,285000,14,4,Male,0,1,0,0,0,0,0,1,0,0,Bachelor's Degree
FLP50824,181000,2,0,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50825,155000,0,0,Male,0,1,0,0,0,0,0,0,0,0,Bachelor's Degree
FLP50826,103000,0,0,Male,0,1,0,0,0,0,0,0,0,0,Bachelor's Degree
FLP50827,288000,3,0,Male,1,0,0,0,0,0,0,0,0,0,Master's Degree
FLP50828,275000,16,15,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50829,90000,3,2,Female,0,1,0,0,0,0,0,0,0,0,Bachelor's Degree
FLP50830,203000,7,1,Male,1,0,0,0,0,0,1,0,0,0,Master's Degree
FLP50831,173000,2,0,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50832,204000,13,0,Male,0,1,0,0,0,0,0,0,0,0,Bachelor's Degree
FLP50833,196000,15,13,Male,0,1,0,0,0,0,0,0,1,0,Bachelor's Degree
FLP50834,200000,15,1,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50835,160000,15,4,Female,0,1,0,0,0,0,0,0,0,0,Bachelor's Degree
FLP50836,182000,4,0,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50837,215000,15,14,Female,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50838,273000,12,7,Male,0,0,0,0,1,0,1,0,0,0,Some College
FLP50839,168000,3,1,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50840,121000,13,8,Male,1,0,0,0,0,0,0,0,0,0,Master's Degree
FLP50841,188000,0,0,Male,0,1,0,0,0,0,0,0,0,0,Bachelor's Degree
FLP50842,255000,7,7,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50843,122000,1,1,Female,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50844,240000,8,1,NA,1,0,0,0,0,0,0,0,0,0,Master's Degree
FLP50845,340000,8,2,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50846,145000,3,3,Male,1,0,0,0,0,0,0,0,0,0,Master's Degree
FLP50847,163000,8,0,Female,1,0,0,0,0,0,0,0,0,0,Master's Degree
FLP50848,296000,12,4,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50849,182000,6,2,Female,1,0,0,0,0,0,1,0,0,0,Master's Degree
FLP50850,220000,10,1,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50851,304000,6,0,Male,0,0,0,0,1,0,1,0,0,0,Some College
FLP50852,454000,10,0,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50853,500000,10,0,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50854,418000,10,0,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50855,150000,0,0,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50856,188000,1,0,Female,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50857,179000,10,2,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50858,350000,7,3,Female,1,0,0,0,0,0,1,0,0,0,Master's Degree
FLP50859,160000,4,3,Male,1,0,0,0,0,0,1,0,0,0,Master's Degree
FLP50860,186000,0,0,Female,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50861,150000,0,0,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50862,100000,0,0,NA,0,1,0,0,0,0,0,0,0,0,Bachelor's Degree
FLP50863,150000,7,5,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50864,115000,0,0,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50865,180000,2,0,NA,0,1,0,0,0,0,0,0,0,0,Bachelor's Degree
FLP50866,200000,12,7,Male,1,0,0,0,0,0,1,0,0,0,Master's Degree
FLP50867,223000,5,2,Male,0,1,0,0,0,0,0,0,0,1,Bachelor's Degree
FLP50868,237000,12,2,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50869,234000,5,2,Female,1,0,0,0,0,0,0,0,0,0,Master's Degree
FLP50870,100000,5,5,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50871,300000,13,1,Male,1,0,0,0,0,0,1,0,0,0,Master's Degree
FLP50872,112000,8,3,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50873,160000,3,3,Female,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50874,132000,3,3,Male,1,0,0,0,0,0,0,1,0,0,Master's Degree
FLP50875,170000,20,10,NA,0,1,0,0,0,0,0,0,0,0,Bachelor's Degree
FLP50876,265000,25,15,Male,0,1,0,0,0,0,0,0,1,0,Bachelor's Degree
FLP50877,79000,2,1,Female,0,1,0,0,0,0,0,1,0,0,Bachelor's Degree
FLP50878,122000,3,3,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50879,428000,20,2,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50880,184000,7,1,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50881,140000,0,0,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50882,363000,20,4,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50883,240000,3,0,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50884,700000,8,5,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50885,372000,5,2,Male,1,0,0,0,0,0,1,0,0,0,Master's Degree
FLP50886,158000,2,0,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50887,150000,4,4,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50888,525000,9,9,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50889,125000,3,2,Female,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50890,21000,1,1,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50891,209000,1,0,Female,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50892,93000,0,0,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50893,170000,0,0,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50894,230000,5,0,NA,0,1,0,0,0,0,0,0,0,0,Bachelor's Degree
FLP50895,110000,0,0,NA,0,1,0,0,0,0,0,0,0,0,Bachelor's Degree
FLP50896,421000,8,0,Male,0,1,0,0,0,0,0,0,1,0,Bachelor's Degree
FLP50897,400000,26,3,Male,0,0,1,0,0,0,1,0,0,0,PhD
FLP50898,350000,15,0,Male,1,0,0,0,0,0,0,0,0,0,Master's Degree
FLP50899,280000,7,0,Female,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50900,334000,9,4,Male,0,0,1,0,0,1,0,0,0,0,PhD
FLP50901,386000,5,3,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50902,120000,4,4,Male,1,0,0,0,0,0,1,0,0,0,Master's Degree
FLP50903,165000,3,3,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50904,139000,0,0,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50905,125000,2,1,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50906,400000,19,13,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50907,260000,15,12,Male,0,1,0,0,0,0,0,0,0,1,Bachelor's Degree
FLP50908,290000,7,2,Male,1,0,0,0,0,0,1,0,0,0,Master's Degree
FLP50909,261000,8,2,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50910,198000,3,3,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50911,480000,4,1,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50912,120000,4,3,Female,1,0,0,0,0,0,1,0,0,0,Master's Degree
FLP50913,226000,8,0,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50914,264000,5,2,Male,1,0,0,0,0,0,1,0,0,0,Master's Degree
FLP50915,186000,3,2,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50916,110000,0,0,Female,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50917,86000,4,3,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50918,185000,3,0,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50919,182000,5,1,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50920,100000,4,3,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50921,85000,2,0,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50922,334000,6,5,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50923,425000,10,5,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50924,168000,0,0,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50925,457000,6,0,Male,0,1,0,0,0,0,0,0,1,0,Bachelor's Degree
FLP50926,89000,2,2,Male,0,1,0,0,0,0,1,0,0,0,Bachelor's Degree
FLP50927,234000,6,0,NA,0,1,0,0,0,0,0,0,0,0,Bachelor's Degree
FLP50928,216000,1,1,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50929,150000,18,18,Male,0,1,0,0,0,0,0,0,0,0,Bachelor's Degree
FLP50930,215000,14,6,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50931,184000,0,0,Male,1,0,0,0,0,0,0,1,0,0,Master's Degree
FLP50932,130000,15,10,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50933,324000,10,2,Male,1,0,0,0,0,1,0,0,0,0,Master's Degree
FLP50934,100000,0,0,Male,0,1,0,0,0,0,0,0,1,0,Bachelor's Degree
FLP50935,80000,3,3,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50936,82000,0,0,Male,0,1,0,0,0,1,0,0,0,0,Bachelor's Degree
FLP50937,105000,4,4,Male,1,0,0,0,0,0,0,0,0,0,Master's Degree
FLP50938,439000,20,0,Male,0,1,0,0,0,0,0,0,1,0,Bachelor's Degree
